                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    478,                0.22052,                0.38735,                0.21832,                0.94866,                0.82431,                0.89615,                0.72845,                0.28143,                0.44776,                0.22491,             0.00011504,             0.00011504,             0.00011504
                    479,                0.22758,                0.40754,                0.21861,                0.94864,                0.82372,                0.89617,                0.72841,                0.28137,                0.44767,                 0.2249,             0.00011108,             0.00011108,             0.00011108
                    480,                 0.2244,                0.39625,                0.21917,                0.94862,                0.82374,                0.89616,                 0.7285,                0.28135,                0.44775,                0.22489,             0.00010712,             0.00010712,             0.00010712
                    481,                0.21646,                0.38946,                0.21774,                0.94868,                0.82377,                0.89612,                 0.7286,                 0.2813,                0.44777,                0.22487,             0.00010316,             0.00010316,             0.00010316
                    482,                0.21813,                0.38597,                0.21877,                 0.9487,                 0.8241,                0.89613,                0.72856,                0.28125,                0.44782,                0.22486,               9.92e-05,               9.92e-05,               9.92e-05
                    483,                0.22109,                 0.3875,                0.21747,                0.94865,                0.82409,                0.89611,                0.72903,                0.28123,                0.44789,                0.22486,              9.524e-05,              9.524e-05,              9.524e-05
                    484,                0.21335,                0.37901,                0.21672,                0.94864,                0.82414,                 0.8961,                0.72877,                0.28121,                0.44785,                0.22485,              9.128e-05,              9.128e-05,              9.128e-05
                    485,                0.21195,                0.38662,                0.21605,                0.94927,                0.82453,                0.89607,                0.72884,                0.28124,                0.44787,                0.22484,              8.732e-05,              8.732e-05,              8.732e-05
                    486,                0.22062,                 0.3919,                0.21931,                0.94864,                0.82409,                0.89602,                0.72892,                 0.2812,                0.44788,                0.22483,              8.336e-05,              8.336e-05,              8.336e-05
                    487,                0.21495,                0.38558,                0.21664,                0.91864,                0.84504,                0.89665,                  0.729,                0.28115,                0.44789,                0.22483,               7.94e-05,               7.94e-05,               7.94e-05
                    488,                 0.2112,                 0.3836,                0.21625,                0.94862,                0.82397,                0.89586,                0.72891,                0.28113,                0.44801,                0.22483,              7.544e-05,              7.544e-05,              7.544e-05
                    489,                0.21681,                0.38549,                 0.2178,                0.94923,                0.82462,                0.89641,                0.72848,                0.28102,                0.44794,                0.22481,              7.148e-05,              7.148e-05,              7.148e-05
                    490,                0.21599,                0.38677,                0.21607,                0.92015,                0.84461,                0.89637,                0.72847,                0.28097,                0.44795,                 0.2248,              6.752e-05,              6.752e-05,              6.752e-05
                    491,                0.18014,                0.31744,                0.20106,                0.92064,                 0.8451,                0.89635,                0.72839,                0.28093,                0.44801,                 0.2248,              6.356e-05,              6.356e-05,              6.356e-05
                    492,                0.17472,                0.30756,                0.19983,                0.92021,                0.84463,                0.89632,                0.72844,                0.28089,                0.44805,                0.22479,               5.96e-05,               5.96e-05,               5.96e-05
                    493,                0.17423,                0.30719,                0.20089,                0.92064,                0.84501,                0.89635,                0.72843,                0.28084,                0.44803,                0.22478,              5.564e-05,              5.564e-05,              5.564e-05
                    494,                0.17608,                0.31021,                0.20117,                0.92096,                0.84529,                0.89643,                0.72824,                0.28077,                0.44805,                0.22477,              5.168e-05,              5.168e-05,              5.168e-05
                    495,                0.16984,                 0.3007,                0.20039,                0.92099,                0.84531,                0.89646,                0.72827,                0.28067,                0.44797,                0.22476,              4.772e-05,              4.772e-05,              4.772e-05
                    496,                0.16667,                0.29832,                0.19987,                0.92091,                0.84531,                0.89647,                0.72828,                0.28059,                0.44786,                0.22475,              4.376e-05,              4.376e-05,              4.376e-05
                    497,                0.17088,                0.29898,                0.20004,                0.92093,                0.84534,                0.89639,                0.72829,                0.28055,                 0.4479,                0.22475,               3.98e-05,               3.98e-05,               3.98e-05
                    498,                0.16986,                0.29856,                 0.2006,                0.92333,                0.84301,                0.89631,                0.72824,                0.28055,                0.44791,                0.22475,              3.584e-05,              3.584e-05,              3.584e-05
                    499,                0.16495,                  0.296,                0.19956,                0.92335,                0.84299,                0.89632,                0.72821,                0.28051,                0.44797,                0.22476,              3.188e-05,              3.188e-05,              3.188e-05
                    500,                0.16363,                0.29115,                0.19965,                0.92336,                  0.843,                0.89634,                0.72821,                0.28042,                0.44785,                0.22475,              2.792e-05,              2.792e-05,              2.792e-05
